"id","age","country","education","occupation[a1]","occupation[a2]","occupation[a3]","occupation[a4]","occupation[a5]","flossprojects[p1_name]","flossprojects[p1_tasks]","flossprojects[p1_duration]","flossprojects[p2_name]","flossprojects[p2_tasks]","flossprojects[p2_duration]","flossprojects[p3_name]","flossprojects[p3_tasks]","flossprojects[p3_duration]","flossprojects[p4_name]","flossprojects[p4_tasks]","flossprojects[p4_duration]","flossprojects[p5_name]","flossprojects[p5_tasks]","flossprojects[p5_duration]","usedsystems1[getenv]","usedsystems1[envvar]","usedsystems1[xsettings]","usedsystems1[gsettings]","usedsystems1[qsettings]","usedsystems1[kconfig]","usedsystems1[dconf]","usedsystems1[cfgfiles]","usedsystems1[freedesktop]","usedsystems1[registra]","usedsystems1[plist]","usedsystems2[getenv]","usedsystems2[envvar]","usedsystems2[xsettings]","usedsystems2[gsettings]","usedsystems2[qsettings]","usedsystems2[kconfig]","usedsystems2[dconf]","usedsystems2[cfgfiles]","usedsystems2[freedesktop]","usedsystems2[registra]","usedsystems2[plist]","flosscontribution[a1]","flosscontribution[a2]","flosscontribution[a3]","flosscontribution[a4]","flosscontribution[a5]","flosscontribution[a6]","flosscontribution[a7]","introduceconfintrg[a1]","introduceconfintrg[a2]","introduceconfintrg[a3]","introduceconfintrg[a4]","introduceconfintrg[a5]","specifyconfig[a1]","specifyconfig[a2]","specifyconfig[a3]","specifyconfig[a4]","specifyconfig[a5]","specifyconfig[a6]","specifyconfig[a7]","specifyconfig[a8]","specifyconfig[a9]","specifyconfig[a10]","specifyconfig[a11]","specifyconfig[a12]","configreduction[a1]","configreduction[a2]","configreduction[a3]","configreduction[a4]","configreduction[a5]","configreduction[a6]","configreduction[a7]","configreduction[a8]","configreduction[a9]","effortconfexp[a1]","effortconfexp[a2]","effortconfexp[a3]","effortconfexp[a4]","effortconfexp[a5]","effortconfexp[a6]","effortconfexp[a7]","effortconfexp[a8]","effortconfexp[a9]","importancecfgoptions[a1]","importancecfgoptions[a2]","importancecfgoptions[a3]","importancecfgoptions[a4]","importancecfgoptions[a5]","importancecfgoptions[a6]","importancecfgoptions[a7]","getenv[a1]","getenv[a2]","getenv[a3]","getenv[a4]","getenv[a5]","getenv[a6]","getenv[a7]","getenv[a8]","clusterconf[a1]","clusterconf[a2]","clusterconf[a3]","clusterconf[a4]","clusterconf[a5]","clusterconf[a6]","informaboutcfg[a1]","informaboutcfg[a2]","informaboutcfg[a3]","informaboutcfg[a4]","informaboutcfg[a5]","informaboutcfg[a6]","informaboutcfg[a7]","informaboutcfg[a8]","informaboutcfg[a9]","syncconfig[a1]","syncconfig[a2]","syncconfig[a3]","syncconfig[a4]","syncconfig[a5]","syncconfig[a6]","importantbenefits[a1]","importantbenefits[a2]","importantbenefits[a3]","importantbenefits[a4]","importantbenefits[a5]","importantbenefits[a6]","importantbenefits[a7]","importantbenefits[a8]","importantbenefits[a9]","importantbenefits[a10]","importantbenefits[a11]","importantbenefits[a12]","importantbenefits[a13]","importantbenefits[a14]","donation"
"398","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","0"
"399","15-25","FR","a2","1","0","1","0","0","137","administrator,developer,designer","6","138","designer","1","","","","","","","","","","used4","used4","used1","used1","used3","used1","used1","used4","used1","used1","used1","neutral","neutral","","","neutral","","","neutral","","","","","","","","","","1","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"401","15-25","GB","a2","0","0","1","0","0","139","developer","1","php-modules","developer","0.5","141","developer","1","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used3","","used4","good","neutral","","","","","","good","help","","help","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"402","15-25","US","a1","1","0","0","0","0","firefox","developer","2","mozilla","developer","2","143","developer","1","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used3","used1","used3","neutral","neutral","","","","","","help","confused","","help","0","1","0","0","1","0","0","a4","a4","a2","a2","","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","a5","a4","a3","a4","a4","a4","a4","a2","a3","0","1","0","0","1","0","a4","a4","","","","","","","","","","","","","0"
"403","26-31","US","a1","1","1","0","0","1","144,145","maintainer,developer","5.5","146","maintainer,contributor","3.1","various-projects","maintainer,contributor","0","","","","","","","","","used1","used1","used4","used1","used1","used3","used3","used3","used3","","","","","neutral","","","neutral","neutral","help","help","0","0","0","1","1","0","0","a5","a5","","a5","","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"405","26-31","DE","a3","1","0","1","0","0","","","","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used1","used3","used1","used1","used1","neutral","good","","","","","","good","","","","0","0","0","0","1","1","0","","","","","a4","0","1","1","0","1","0","0","0","1","0","0","0","","","","","","","","","1","1","1","0","1","0","0","0","0","0","a3","a3","a5","a5","a5","","","1","0","1","1","0","0","0","0","1","1","0","0","1","0","a5","a4","a4","a3","a4","a5","a1","a1","a3","0","1","1","0","0","0","a4","a5","a4","","a5","a5","a3","a1","a2","","a5","a4","a1","","1"
"407","15-25","PL","a2","1","0","0","0","0","147","developer","1","","","","","","","","","","","","","used4","used4","used1","used1","used1","used1","used3","used3","used3","used3","used1","neutral","help","","","","","help","help","neutral","bad","","","","","","","","1","a5","a3","a4","a4","","1","0","1","1","0","0","0","1","1","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","a4","a4","a4","a2","a2","a2","a2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","a5","a5","a4","a4","a4","a3","a2","a1","a3","0","1","0","0","1","0","a5","a3","a4","a2","a2","a4","a4","a3","a4","a3","a5","a4","a4","","1"
"408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"409","15-25","IT","a4","0","0","1","1","0","","","","","","","","","","","","","","","","used1","used1","used1","used1","used1","used1","used1","used1","used1","used1","used1","","","","","","","","","","","","0","0","0","0","0","0","0","","","","a5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","0"
"410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"412","38-57","US","a2","0","0","0","0","1","linux","bug-reporter","4","debian","bug-reporter","10","148","developer","3","","","","","","","used4","used4","used1","used1","used1","used1","used1","used4","used1","","","neutral","good","","","","","","good","","","","0","1","1","1","0","1","0","a5","a5","a4","a3","a5","0","1","1","1","1","1","1","1","0","0","0","0","","","","","","","","","1","1","1","1","1","0","0","1","0","0","a4","a2","a5","a4","a3","a2","a2","1","1","0","1","0","0","0","0","1","1","1","1","1","0","a5","a5","a3","a3","a3","a3","a4","a3","a5","0","0","1","0","0","0","a5","a4","a3","a3","a3","a2","a2","a2","a1","a4","a4","a5","a4","","1"
"413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"414","15-25","US","a2","1","0","1","0","0","149","developer","0","150","developer","1","","","","","","","","","","used3","used3","used1","used1","used1","used1","used1","used1","used1","used1","","good","good","","","","","","","","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"417","26-31","FR","a4","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","0"
"418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"419","32-37","FR","a4","1","0","0","0","0","fedora","contributor,packager","4","gnome","developer","2","151","developer","5","","","","","","","used4","used4","used3","used4","used1","used1","used4","used1","used4","","","neutral","help","confused","confused","","","neutral","","help","","","0","1","0","0","1","0","0","a5","a4","a3","a2","","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","a4","a4","a4","a2","a3","a2","a2","1","1","1","1","0","0","0","0","0","1","1","0","0","0","a5","a4","a3","a2","a4","a2","a3","a1","a1","0","1","1","0","0","0","a5","a5","a4","a4","a3","a3","a4","a4","a3","a2","a3","a5","a2","","0"
"420","15-25","ES","a2","1","0","1","0","0","mozilla","developer,reviewer","1.5","firefox","developer","0.5","","","","","","","","","","used4","used4","used3","used3","used1","used1","used1","used3","used1","used1","used3","neutral","neutral","help","help","","","","help","","","help","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"424","38-57","US","a1","1","0","0","0","0","debian","developer","18","git","contributor","4","153","creator","6","154","creator","2","haskell","developer,patcher","6","used4","used4","used1","used1","used1","used1","used3","used4","used3","used1","used4","confused","neutral","","","","","bad","help","confused","","help","1","1","1","1","1","0","0","a3","a4","a5","a2","","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","1","1","0","a3","a3","a5","a4","a2","a3","a3","1","0","1","0","0","0","0","0","0","1","1","1","1","0","a3","a3","a3","a3","a3","a2","a2","a2","a2","1","1","1","0","0","0","a4","a5","a1","a1","a2","a1","a2","a3","a2","a1","a4","a4","a1","","1"
